Path,Bytes,SHA256
.gitignore,604,bcb2f31e3dd8ebbde389211bddafe2b03139142bb46aa0647f835271e7a82f6a
02_code/01_core_polish_model/bankruptcy_baingo_kelm.py,64433,7730f4a2c8a8782b022c60bc658140d8f37f11fac4d19f31346647b45e0552fe
02_code/02_external_validation/run_external_validation.py,37007,e7031aaf286cb6ef4f7da0eefa8c15a89e2a90c4764252cc033653b8bc83a7f0
02_code/03_pone_cross_region/aggregate_formal_results.py,9931,7db49f1e8cec7264b61eb472d3d94f92d0f422529652c28209a09da77953bdec
02_code/03_pone_cross_region/compare_raw_sensitivity.py,3069,b372e02c624ff152830b04226d09cce4e47b79520a9184aab6cbb8178d2238d7
02_code/03_pone_cross_region/download_pone_supporting_files.py,2638,cc0552797ac03dc1c86a8b06b42d52b509bcbb7209ba02211a3540cc2c9abb5b
02_code/03_pone_cross_region/prepare_pone_data.py,5798,2ca0402309568a09fd52d8e34c262107e5f6996adcf551b6e04947ca6ff7f392
02_code/03_pone_cross_region/run_cross_region_transfer.py,11297,1ddb1333b758eab8b164e55d5b09aaf0cab144bcd55afc160eceff56742515f0
02_code/04_manuscript_analysis/analyze_revised_results.py,9324,ca12e7fe06626c2eb2834ff4d0441206e1255e009dd89acb04320d6b97d835ca
02_code/04_manuscript_analysis/build_figure_01_revised.py,6564,cd76febd3ab325a4b61ff48043d8c2ea616defccbcdc02ba71d8de2e33e8b0a8
02_code/04_manuscript_analysis/build_revised_figures.py,7706,3fbdb55303a7f0b5257ce8c36a22361b5a500e832b8408676857b4d4a81738a2
02_code/04_manuscript_analysis/run_fair_internal_baselines.py,8629,f97cf175d1ba18b567a29b2cf037ea62df84021a70aa01ae2e6a508b6039f9be
02_code/05_additional_internal_analysis/build_ablation_table.py,3706,bdb1686c9e5a0b032129b0afe3840dd10a374d23a3b4013d1be871031c46a8f7
02_code/05_additional_internal_analysis/decision_utility_analysis.py,12330,751f8a113c9c38713b0647e28dfa09bb1dbea7e7e00f0f2761e85f7ef1fd1cf3
02_code/05_additional_internal_analysis/merge_experiment_results.py,5011,9ff7e3aa621c8029a5936441f88e67e7db291483bb9ae7146d19afd72953b430
02_code/05_additional_internal_analysis/run_external_baselines.py,6367,5eb6fe306cddfc456a99418cd53bc3e550992a854df26bb457c21cd1b2187671
02_code/05_additional_internal_analysis/statistical_tests.py,22233,707fa00283880cc1cbf895111eb4fad0341dbda8b0e5434049866e72eb71e66f
02_code/06_environment/requirements.txt,98,e4989d2e476426e58dd25ceb50104b496529dc723bdb27bb238f1d2f8b2b2498
02_code/README.md,945,364c1a7a98041a4971645754a44d6b0da8990dd87c9c374e69f732b25e799318
03_data/01_raw/polish_bankruptcy/1year.arff,3432892,978ce71a4809e964dda43d46a368c27a1a36df1e0b6345f215473ec9c3b12add
03_data/01_raw/polish_bankruptcy/2year.arff,4987459,ec67460055735857b84a73d961193e2b7313147c1b93d900f08400e4071bdb7c
03_data/01_raw/polish_bankruptcy/3year.arff,5169674,662617d2f90bfd17223595e50a0ac7007f9ee7915cfb519dee0422b31dd13ebc
03_data/01_raw/polish_bankruptcy/4year.arff,4829865,ae11434f0823d6208142ac5a4e83b4f3d7bcf4e827b330a798fdd6590bd9f5cb
03_data/01_raw/polish_bankruptcy/5year.arff,2899490,cb3f6f250ac46bd8d18e9a222f489fe8ee3e396fcec18959f5a0ef8e8169b2fc
03_data/01_raw/pone_global_2016/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
03_data/02_processed/pone_global_2016/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
03_data/PONE_DATA_INSTRUCTIONS.md,1511,40162f22ed59b4d957434854a5af3d6573542305b5cd046269a76072a5af192b
03_data/README.md,686,768ea0c4f593629866f86577377f3583ece01f00fb0c037daf89c71358b8c771
04_results/01_polish_internal/analysis/decision_cost_all_rows.csv,1948584,b12f7c8490739300559e1be89cf60c46f37d963713d0a16064d9eb30c6c7f5f8
04_results/01_polish_internal/analysis/decision_cost_block_wins.csv,1592,8f991b1129759c33755483929b4afc7b163f26e0e17bb73806e6420c7a389110
04_results/01_polish_internal/analysis/decision_cost_by_dataset.csv,19518,813eb6668e2d533a4134b708719ff5843e1045123332d172bf733f108f6e08c8
04_results/01_polish_internal/analysis/decision_cost_profile.png,349393,1ff9097ac9cede78adeefdbdb72f6b2f9906f00f73d37278ab78f07dd2854c4b
04_results/01_polish_internal/analysis/decision_cost_summary.csv,4595,e2a08eb8045d7cff38a4afd3d9b1e24907f50810324f6d1c452224abcd6237df
04_results/01_polish_internal/analysis/feature_selection_frequency.csv,2506,b5af11b3dfd2aead46cbcadcc476f1acd54fa8ff3ff03a14ade21e7ba2867d26
04_results/01_polish_internal/analysis/feature_selection_frequency.png,82344,74b933c63acd49f4eed080f3dc758cb4b9c959f5691c0d36f9439078162ea81d
04_results/01_polish_internal/analysis/feature_selection_stability.csv,228,37ac658e21f29d9fae92d706c1248aa19cf50cbb6d02090954bb6aea561467a1
04_results/01_polish_internal/analysis/fpr_fnr_operating_points.png,125816,4129afe77df8cd3f06534ec4ab717253e121e49d51c7db9a8709dd8610c62a0f
04_results/01_polish_internal/analysis/fpr_fnr_summary.csv,855,1234a074d93e897aa73d9225895af0bf49f058180b4c70596c4b493856a8100b
04_results/01_polish_internal/analysis/stats_dataset_level/average_ranks.csv,4204,1fe461dcd36e7c4544ca28331a68825ad46e77ff057bfaa6581e62359b34e902
04_results/01_polish_internal/analysis/stats_dataset_level/corrected_resampled_tests.csv,148719,7a44e0783497ac2b271be917b3b008ba9c271637ae71499f14ac8065bdea9c52
04_results/01_polish_internal/analysis/stats_dataset_level/dataset_level_mean_std.csv,8006,a0580bfa8a513c25ad2bbceec85f580544d2990b121e7c99c33916ce347217f9
04_results/01_polish_internal/analysis/stats_dataset_level/friedman_tests.csv,493,950baefd5ae3986328544f32f8e762b9bf95c41d249d55265d947b3c10f45e3d
04_results/01_polish_internal/analysis/stats_dataset_level/mean_std.csv,8004,d5461eca4b648e29ac894b0765d08c412bd91b4a79ea01af7b9f65d27731c039
04_results/01_polish_internal/analysis/stats_dataset_level/nemenyi_cd.csv,523,feb62f79c899f275175a3931dcbc4e9c29a64d367fb8857b0986214936d14801
04_results/01_polish_internal/analysis/stats_dataset_level/nemenyi_pairs.csv,84912,678e7330a3c5dee42344318531fb85629a0c41e7219c5dec1545e034e9825e36
04_results/01_polish_internal/analysis/stats_dataset_level/wilcoxon_vs_control.csv,23539,8e42b8a796d0a51e33fb422c61d9aca936b1a171854574ae1c2e590a340d2f3c
04_results/01_polish_internal/source_tables/formal_external_baselines_10seed_complete.csv,129535,fe43d8c64623d764be647c552f263fe60c49c60bc9e52f5761b4f8f63941cfc1
04_results/01_polish_internal/source_tables/formal_multiseed_10seed_full_with_tisngo_triad_variants.csv,274108,38bccb27fd59f201ef065e51c43322287059350debd13ad59ee8592f22bfbb49
04_results/01_polish_internal/source_tables/formal_pbmsbaingo_hgbkelm_triad_alpha005_10seed_complete.csv,40117,a345ff7b48522b6871a6d9db7e80db5f2ad7580a84b3fecc4e712a04089be76d
04_results/02_pone_cross_region/consolidated/all_metrics.csv,2612956,e5f542b6de21e1c8c007ae3fc9d4eaa53ed90ef058e6da66a712c83c71c3a98e
04_results/02_pone_cross_region/consolidated/all_predictions.csv,8609782,4fff87cd1df5e38130542188d4ac803ebb111dc39d5a808a01082b4281655c2a
04_results/02_pone_cross_region/consolidated/all_selections.csv,59057,6c7ce8a404e2e70f72d0255a8432d21403f94ca9223ee40dbe1c3248d73727bd
04_results/02_pone_cross_region/consolidated/friedman_tests.csv,3010,933cdc1d6550fbb255e1ca1b04086c07624eede11eb0bc15e4c5a555195c23dc
04_results/02_pone_cross_region/consolidated/method_summary.csv,8068,6a130df5aef7196f44ec18f7397d48ba1010f55f190a0bd5f457f9db72377593
04_results/02_pone_cross_region/consolidated/paired_task_tests.csv,10256,d2d81563a4e2ddc99339ce788caf38b9ceb36a9950fdd1f057f8296944900aa8
04_results/02_pone_cross_region/consolidated/quality_checks.json,380,e4602c7408679ae83f6f52ff6d4833b5aff82c6aa1398c240c3976b3388d69e3
04_results/02_pone_cross_region/consolidated/raw_sensitivity_payload.json,90858,238a738e1832d401670b5d34afcece305716eb092c24c66aa9d7adb2a0adcbce
04_results/02_pone_cross_region/consolidated/raw_vs_deduplicated_summary.csv,4366,9668a61115d179443134a423a71298816d7509fea8f07816b2e8b4c83b9a402e
04_results/02_pone_cross_region/consolidated/raw_vs_deduplicated_task_comparison.csv,29272,c5af4ccd9f76fb3bfa505bdf08a686f9b4640c6975e76fd8dd6132af972571e6
04_results/02_pone_cross_region/consolidated/triad_task_means_across_seeds.csv,14929,56d573b0c603d4c8a90a84bb959722ea59f0cff36751b4103064f8e3e38ef749
04_results/02_pone_cross_region/consolidated/triad_task_seed_metrics.csv,77141,aa7d351bca4c79a2d7fbd85f4c12acd46c9c24daa43b5714370db0645650f356
04_results/02_pone_cross_region/consolidated/workbook_payload.json,97294,523145e11d4c69658d4731e4d817bc2d038f651d45e48303d592a21707f37548
04_results/02_pone_cross_region/pone_cross_region_formal_results.xlsx,31777,6a6b54e2bb04fbafe0b9d5f976200366aa9c85e2f27689800566c769371993d0
04_results/02_pone_cross_region/raw_seed_runs/seed_20260727/metrics.csv,528439,d4868b41ad6dcba7794e6ab185d0622d3b12311e1d34308bd9364bdfc968c472
04_results/02_pone_cross_region/raw_seed_runs/seed_20260727/predictions.csv,1730289,f4b2e3740f13b548a96e76e9b9ac6a5ceb10efbe63d1e6d60435b847fac76dbe
04_results/02_pone_cross_region/raw_seed_runs/seed_20260727/run_manifest.json,650,c5bf8c46c4cc52ac04be14c1f5a42aa282ce4558d8b212382cffa7be56f59f0a
04_results/02_pone_cross_region/raw_seed_runs/seed_20260727/selection.csv,12173,28b0f71dbd45f04dc20ffa0d254df4c3f44d1d2b822c1ef09621b724f95d28fd
04_results/02_pone_cross_region/raw_seed_runs/seed_20260728/metrics.csv,525907,e19e50c63a7c94330800de7ceb3f7293804a0ec1ae830bfb7e06d3129956c07c
04_results/02_pone_cross_region/raw_seed_runs/seed_20260728/predictions.csv,1731069,b962ab200e837b36df714b065cb85ec0638b0f1bf74096d12aea40dd08bd8319
04_results/02_pone_cross_region/raw_seed_runs/seed_20260728/run_manifest.json,650,249d19d22562a7594886f8899d08ebf3cdc89cd7dda9f4e32e6844e4aa7421fe
04_results/02_pone_cross_region/raw_seed_runs/seed_20260728/selection.csv,12127,75c71b5e39d3d5142f46c82f0bd43c458e51d273744cec12c4b2c65d5999075a
04_results/02_pone_cross_region/raw_seed_runs/seed_20260729/metrics.csv,529879,3cc079ac1a2afefef70afcaa0161dec4c25609f179ab03f4e5478bd658186945
04_results/02_pone_cross_region/raw_seed_runs/seed_20260729/predictions.csv,1731229,f5ea338ff552aae8b2248e2418297f9685d882f55e0d6c2735e07d849ff85baf
04_results/02_pone_cross_region/raw_seed_runs/seed_20260729/run_manifest.json,650,05c953ef741bdff9fadaa4142ca3d64ea35007a28feb33725dfc0ab89698124a
04_results/02_pone_cross_region/raw_seed_runs/seed_20260729/selection.csv,12136,168f312f608cafa49457e50f377b5e218f36b8c42ce3f3dc05c20f26a37c40ea
04_results/02_pone_cross_region/raw_seed_runs/seed_20260730/metrics.csv,525290,cc5cd85d0ee4e97e57c8d4197c00e16cff87f2166d0a9ad79c2f123a1e52f218
04_results/02_pone_cross_region/raw_seed_runs/seed_20260730/predictions.csv,1730578,10b0ceee6f65aa4bc9b4797d6bda5226799b3e27e30af5c0d33ab3b13a1f7bb9
04_results/02_pone_cross_region/raw_seed_runs/seed_20260730/run_manifest.json,650,c0c41292085123324e45ea4fe1bea43d7decebe343380e4818f024c6c40b4111
04_results/02_pone_cross_region/raw_seed_runs/seed_20260730/selection.csv,12129,af42369f8bdf1f1b88cecd1e64c5235620cd7fd853437203224f58d71a24fa6b
04_results/02_pone_cross_region/raw_seed_runs/seed_20260731/metrics.csv,528606,f970318489ea7fea439c05381cd0a8cdfee7bfcec6e95423624e5cfc980de534
04_results/02_pone_cross_region/raw_seed_runs/seed_20260731/predictions.csv,1731864,7962a751b6545af6fa8d96906278dd6936bf8727672ab0692ce4a0da2785ae0d
04_results/02_pone_cross_region/raw_seed_runs/seed_20260731/run_manifest.json,650,470147475cc0dc22a9b689b99904e33d3df56d520d09db84e67cab56cd922357
04_results/02_pone_cross_region/raw_seed_runs/seed_20260731/selection.csv,12176,4d07ff84aba07174bb5a17d9567a8de0dd6d7aa95268b78df2d72c1f028d8910
04_results/02_pone_cross_region/sensitivity/matched_partition_seed_20260727/metrics.csv,522996,ccaded90c9d672e26eb760a457f396f40dc5837fe25acd934673f7da4565b8e0
04_results/02_pone_cross_region/sensitivity/matched_partition_seed_20260727/predictions.csv,1739942,0ce570e41f018602b1a82853dd7e7139bc8b972b3660fcfc6f98cab37d36f089
04_results/02_pone_cross_region/sensitivity/matched_partition_seed_20260727/run_manifest.json,747,0479c06dc59315b77bf72301df70c2c667df523010f3cbfd97f399a722f3e4f0
04_results/02_pone_cross_region/sensitivity/matched_partition_seed_20260727/selection.csv,12144,67e493309cfc393c0d620853be9be482679269ede969a3008477c582422d167a
04_results/03_manuscript_tables/cross_region_calibration_pairwise.csv,1142,29fc8cc915baf127dbe94153d094822bd88687192093d044d8b80fb57f21c6ba
04_results/03_manuscript_tables/cross_region_extended_summary.csv,6291,c1fa58e037910d422f43b77b586fa18f247b0fbfc17bdc8df8159197345b0a3a
04_results/03_manuscript_tables/cross_region_extended_task_means.csv,17434,78a6ab93a328f130fff4e538aeaaefeae638a7d0776306ff06622e33817310c7
04_results/03_manuscript_tables/fair_internal_baselines.csv,121722,889dd28e4e9698a3c8567c07657f0e415a535a84c42c2672ee5dfb92d5f9fa24
04_results/03_manuscript_tables/fair_internal_manifest.json,677,0cf734bad11c76e0f713c36f691ceac4c78dbce1600ec81c090dbfe73eb3ff88
04_results/03_manuscript_tables/fair_internal_predictions.csv.gz,9632398,a4a1e9c65f47e3d78234c312bd10707b5f23221e9753b5459c0af021e5c80844
04_results/03_manuscript_tables/fixed_operating_cost_blocks.csv,112885,35665eca1e11dedf3d2bff7b4102768c83742159c4ea545f2265e5cf41b8e840
04_results/03_manuscript_tables/fixed_operating_cost_summary.csv,2590,8d381fc1da896b9e30be2a2bb79c95e791b981ef39de95b4ced024a770bee9ad
04_results/03_manuscript_tables/internal_revised_blocks.csv,58220,9957b56ca3c649b560607bec10bf9f752e28dc11c6897255f487653f3e71f93a
04_results/03_manuscript_tables/internal_revised_dataset_means.csv,5100,540c807a3cf4be1750ed774f5521874dc743c15776580c9eeab6f8236dd6568f
04_results/03_manuscript_tables/internal_revised_friedman.csv,1557,673f4670cab244f3169b77a20c4de488c94533973e40eaf6f95b4d3b7012fb98
04_results/03_manuscript_tables/internal_revised_summary.csv,2890,aeb7334347265f7d6a0b5716abbc9e1f8c722b7e4237879dccd4fdaa3d9ffdd4
04_results/03_manuscript_tables/triad_vs_fair_histgb_dataset_pairs.csv,2403,567ca802c8486ab0968de0521a3229967b9d285cbe5efc900871e93956ba64dd
04_results/03_manuscript_tables/triad_vs_fair_histgb_tests.csv,367,16c25b18366861f2b26fb7fb94b4200ec0beab6a2c6d3bfa1b7cb7c90d1abaac
04_results/README.md,640,be065aeb5939eb43a8a44b9c2ff108f6829c5fd424b3387439fe0f039f35c9b6
05_figures/README.md,443,986edb4dbadd40dee87c230980b5f1589856e27437d38dc205e05b3fa1f07e8b
05_figures/additional_diagnostics/feature_selection_frequency.png,82344,74b933c63acd49f4eed080f3dc758cb4b9c959f5691c0d36f9439078162ea81d
05_figures/additional_diagnostics/fpr_fnr_operating_points.png,125816,4129afe77df8cd3f06534ec4ab717253e121e49d51c7db9a8709dd8610c62a0f
05_figures/manuscript/figure_01_revised.pdf,45590,71f2bb4f4a90cf5c94cb7243329988ea51f4d984797bd0610033237a624ea74e
05_figures/manuscript/figure_01_revised.png,205818,dee8b550b5310845a5666f00fe7bd653d4800470580a6857f5335993e49378fb
05_figures/manuscript/figure_02_revised.png,74701,a3e20f1fe28ab69964c1d2516ac04fad4219a4618f3ab335a27633868aa7afe7
